RandomPlayer,MinMaxPlayer,positional,2,0.0,28.100366766666667,0,310389
RandomPlayer,MinMaxPlayer,positional,-28,0.0,20.199541704918033,0,228001
RandomPlayer,MinMaxPlayer,positional,-52,0.0,16.923340141304347,0,200624
RandomPlayer,MinMaxPlayer,positional,-9,0.0,15.655919107438017,0,210954
RandomPlayer,MinMaxPlayer,positional,-28,0.0,14.527299966887416,0,188214
RandomPlayer,MinMaxPlayer,positional,-36,0.0,13.319721835164836,0,142517
RandomPlayer,MinMaxPlayer,positional,-14,0.0,13.517329226415095,0,251791
RandomPlayer,MinMaxPlayer,positional,-40,0.0,14.165608880658436,0,359139
RandomPlayer,MinMaxPlayer,positional,-32,0.0,13.878288468864469,0,218038
RandomPlayer,MinMaxPlayer,positional,-46,0.0,13.68493942763158,0,231372
RandomPlayer,MinMaxPlayer,positional,-6,0.0,14.357996511976049,0,397660
RandomPlayer,MinMaxPlayer,positional,-38,0.0,14.176425797260274,0,229897
RandomPlayer,MinMaxPlayer,positional,-32,0.0,13.902968116161617,0,193963
RandomPlayer,MinMaxPlayer,positional,-28,0.0,14.248544978971962,0,369659
RandomPlayer,MinMaxPlayer,positional,-28,0.0,14.662519511982572,0,407671
RandomPlayer,MinMaxPlayer,positional,-10,0.0,14.470281777096115,0,204347
RandomPlayer,MinMaxPlayer,positional,-24,0.0,14.18318552601156,0,170148
RandomPlayer,MinMaxPlayer,positional,-4,0.0,14.032068677595628,0,213782
RandomPlayer,MinMaxPlayer,positional,-46,0.0,13.857130377586206,0,202279
RandomPlayer,MinMaxPlayer,positional,-24,0.0,14.133451711947627,0,381161
RandomPlayer,MinMaxPlayer,positional,-28,0.0,13.950436710280373,0,195474
RandomPlayer,MinMaxPlayer,positional,-36,0.0,14.098461475482912,0,327268
RandomPlayer,MinMaxPlayer,positional,-18,0.0,14.323537031294451,0,344255
RandomPlayer,MinMaxPlayer,positional,-54,0.0,14.107786724184782,0,181458
RandomPlayer,MinMaxPlayer,positional,-12,0.0,14.068676929503916,0,247675
RandomPlayer,MinMaxPlayer,positional,-12,0.0,14.024589072864321,0,224440
RandomPlayer,MinMaxPlayer,positional,-30,0.0,14.01041891898428,0,250561
